//X Y Z R G B PointSourceId ScanAngleRank ScanDirectionFlag NumberOfReturns ReturnNumber GpsTime Intensity
544499.78442383 258512.96313477 6.29399719 40 40 40 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.012192 10264.000000
544500.22778320 258513.03735352 6.29299774 37 37 37 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.012194 9636.000000
544500.67065430 258513.11547852 6.29799881 42 42 42 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.012196 10951.000000
544491.44165039 258511.13696289 6.29599991 44 44 44 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.022144 11466.000000
544491.88696289 258511.19750977 6.28899994 39 39 39 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.022146 10120.000000
544492.33227539 258511.26196289 6.28999939 39 39 39 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.022149 10211.000000
544492.77612305 258511.33227539 6.30899658 41 41 41 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.022151 10709.000000
544493.22143555 258511.39672852 6.30499878 44 44 44 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.022153 11402.000000
544493.66528320 258511.46508789 6.31399765 38 38 38 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.022155 9771.000000
544494.11010742 258511.53344727 6.31799927 42 42 42 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.022157 10911.000000
544494.55493164 258511.59790039 6.31199875 39 39 39 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.022159 10064.000000
544495.00024414 258511.66040039 6.29899826 41 41 41 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.022162 10729.000000
544495.44506836 258511.72485352 6.28999939 45 45 45 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.022164 11733.000000
544495.88842773 258511.80102539 6.31099930 45 45 45 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.022166 11575.000000
544496.33374023 258511.86157227 6.28599777 40 40 40 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.022168 10402.000000
544496.77758789 258511.93383789 6.28999939 41 41 41 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.022170 10504.000000
544497.22192383 258512.00219727 6.28499832 37 37 37 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.022173 9540.000000
544497.66577148 258512.07641602 6.29399719 45 45 45 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.022175 11590.000000
544498.10913086 258512.14868164 6.29699936 44 44 44 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.022177 11475.000000
544498.55493164 258512.20922852 6.26599731 37 37 37 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.022179 9611.000000
544498.99731445 258512.28930664 6.28399887 43 43 43 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.022181 11057.000000
544499.44018555 258512.36547852 6.29399719 37 37 37 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.022184 9478.000000
544499.88452148 258512.43383789 6.27699890 40 40 40 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.022186 10284.000000
544500.32739258 258512.51196289 6.28499832 36 36 36 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.022188 9389.000000
544500.77026367 258512.59008789 6.29299774 35 35 35 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.022190 8989.000000
544493.34545898 258510.83422852 6.29999771 47 47 47 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.032147 12150.000000
544493.78979492 258510.90258789 6.31099930 42 42 42 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.032149 10964.000000
544494.23510742 258510.96508789 6.29899826 44 44 44 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.032151 11335.000000
544494.67993164 258511.02954102 6.28999939 39 39 39 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.032154 10071.000000
544495.12426758 258511.09985352 6.29799881 40 40 40 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.032156 10344.000000
544495.56860352 258511.16821289 6.29899826 46 46 46 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.032158 11946.000000
544496.01342773 258511.23461914 6.29499664 41 41 41 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.032160 10686.000000
544496.45776367 258511.30297852 6.29299774 38 38 38 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.032162 9769.000000
544496.90161133 258511.37329102 6.29199829 41 41 41 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.032164 10555.000000
544497.34643555 258511.44165039 6.28599777 38 38 38 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.032167 9936.000000
544497.79028320 258511.51196289 6.28599777 45 45 45 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.032169 11533.000000
544498.23413086 258511.58422852 6.28799667 40 40 40 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.032171 10484.000000
544498.67602539 258511.66625977 6.31299820 46 46 46 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.032173 11899.000000
544499.12084961 258511.73266602 6.29799881 45 45 45 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.032175 11750.000000
544499.56469727 258511.80493164 6.29499664 38 38 38 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.032178 9809.000000
544500.00854492 258511.87524414 6.28399887 38 38 38 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.032180 9780.000000
544500.45288086 258511.94555664 6.27099838 37 37 37 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.032182 9507.000000
544500.89624023 258512.02172852 6.27099838 37 37 37 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.032184 9633.000000
544496.99682617 258510.79907227 6.29999771 37 37 37 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.042159 9545.000000
544497.44067383 258510.86743164 6.29599991 37 37 37 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.042161 9671.000000
544497.88452148 258510.94165039 6.30399933 40 40 40 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.042163 10411.000000
544498.32788086 258511.01586914 6.31399765 40 40 40 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.042165 10473.000000
544498.77270508 258511.08422852 6.29799881 39 39 39 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.042167 10215.000000
544499.21606445 258511.15649414 6.29699936 39 39 39 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.042169 10049.000000
544499.66040039 258511.22680664 6.28799667 42 42 42 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.042172 10968.000000
544500.10424805 258511.29711914 6.27999725 41 41 41 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.042174 10595.000000
544500.54809570 258511.36938477 6.27500000 37 37 37 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.042176 9716.000000
544500.19897461 258510.73266602 6.29599991 47 47 47 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.052168 12110.000000
544500.64135742 258510.81079102 6.30299988 45 45 45 3739.000000 1.000000 1.000000 1.000000 1.000000 288939.052170 11666.000000
544491.66967773 258517.64086914 6.39399948 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.410184 9382.000000
544491.24487305 258517.50024414 6.40199890 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.410185 9456.000000
544493.82836914 258517.71899414 6.38999786 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.420167 9596.000000
544493.40307617 258517.58227539 6.39899673 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.420169 9618.000000
544492.97778320 258517.44360352 6.40899887 38 38 38 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.420170 9980.000000
544492.55004883 258517.31274414 6.39599838 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.420173 9065.000000
544492.12329102 258517.18188477 6.38799896 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.420175 9720.000000
544491.70043945 258517.03540039 6.41399994 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.420177 9556.000000
544491.27270508 258516.90454102 6.39599838 38 38 38 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.420179 9813.000000
544495.54711914 258517.67602539 6.37999954 32 32 32 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.430152 8392.000000
544495.11791992 258517.55102539 6.36399689 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.430154 9342.000000
544494.69360352 258517.41040039 6.38799896 32 32 32 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.430156 8363.000000
544494.26684570 258517.27563477 6.39199677 38 38 38 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.430158 9745.000000
544493.83764648 258517.15258789 6.36599960 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.430160 9558.000000
544493.41186523 258517.01391602 6.37399902 38 38 38 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.430162 9829.000000
544492.98608398 258516.87915039 6.37999954 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.430165 9414.000000
544492.56274414 258516.73461914 6.40199890 42 42 42 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.430167 10824.000000
544492.13403320 258516.60766602 6.37900009 39 39 39 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.430169 10135.000000
544491.71020508 258516.46508789 6.39599838 40 40 40 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.430172 10362.000000
544491.28442383 258516.32836914 6.39399948 38 38 38 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.430174 9889.000000
544497.16577148 258517.64086914 6.34199753 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.440137 9362.000000
544496.73803711 258517.51000977 6.34699860 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.440139 8936.000000
544496.31225586 258517.37329102 6.36399689 41 41 41 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.440141 10593.000000
544495.88256836 258517.25024414 6.34299698 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.440143 9027.000000
544495.45581055 258517.11743164 6.34599915 33 33 33 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.440145 8576.000000
544495.03051758 258516.97875977 6.36699905 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.440148 8716.000000
544494.60473633 258516.84204102 6.37699738 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.440150 8923.000000
544494.17749023 258516.71118164 6.37200012 39 39 39 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.440152 10207.000000
544493.75122070 258516.57641602 6.37599792 39 39 39 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.440155 10120.000000
544493.32397461 258516.44555664 6.36599960 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.440157 9562.000000
544492.89770508 258516.31079102 6.36599960 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.440159 9191.000000
544492.47241211 258516.17211914 6.37099686 41 41 41 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.440161 10551.000000
544492.04516602 258516.03930664 6.35999908 32 32 32 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.440163 8347.000000
544491.61987305 258515.90063477 6.36599960 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.440165 9131.000000
544491.19653320 258515.75805664 6.38299789 38 38 38 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.440167 9978.000000
544498.74438477 258517.56860352 6.34199753 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.450122 9236.000000
544498.31518555 258517.44360352 6.33499756 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.450124 9458.000000
544497.88598633 258517.31860352 6.32699814 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.450126 8816.000000
544497.45971680 258517.18383789 6.34299698 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.450128 8849.000000
544497.03198242 258517.05493164 6.34299698 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.450131 9591.000000
544496.60424805 258516.92407227 6.34699860 38 38 38 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.450133 9793.000000
544496.17797852 258516.78930664 6.35699692 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.450135 8987.000000
544495.74926758 258516.66235352 6.34400024 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.450138 8845.000000
544495.32495117 258516.51977539 6.37399902 40 40 40 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.450140 10251.000000
544494.89624023 258516.39282227 6.35599747 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.450142 9220.000000
544494.46948242 258516.26000977 6.35699692 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.450143 9269.000000
544494.04223633 258516.12915039 6.35100021 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.450146 8892.000000
544493.61547852 258515.99633789 6.34999695 42 42 42 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.450148 11000.000000
544493.18872070 258515.86157227 6.34499969 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.450150 9120.000000
544492.76196289 258515.72680664 6.34299698 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.450153 8927.000000
544492.33813477 258515.58618164 6.36099854 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.450155 8785.000000
544491.91186523 258515.45141602 6.35399857 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.450157 9196.000000
544491.48608398 258515.31469727 6.35100021 40 40 40 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.450160 10247.000000
544500.78198242 258517.56079102 6.37399902 32 32 32 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.460105 8330.000000
544500.35131836 258517.44165039 6.35999908 32 32 32 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.460107 8281.000000
544499.92065430 258517.32055664 6.34499969 32 32 32 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.460109 8256.000000
544499.49194336 258517.19360352 6.34799805 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.460111 9667.000000
544499.06274414 258517.06860352 6.34299698 30 30 30 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.460114 7710.000000
544498.63354492 258516.94360352 6.33799973 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.460116 9480.000000
544498.20385742 258516.81860352 6.32699814 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.460118 9720.000000
544497.77661133 258516.68774414 6.33199921 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.460121 9298.000000
544497.34887695 258516.55688477 6.33700027 39 39 39 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.460123 10235.000000
544496.92309570 258516.42211914 6.35599747 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.460125 9509.000000
544496.49438477 258516.29321289 6.34799805 38 38 38 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.460127 9887.000000
544496.06762695 258516.16040039 6.35599747 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.460129 8761.000000
544495.64086914 258516.02563477 6.36199799 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.460131 9625.000000
544495.21362305 258515.89477539 6.35999908 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.460133 9520.000000
544494.78588867 258515.76391602 6.35399857 38 38 38 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.460136 9929.000000
544494.35815430 258515.63500977 6.34400024 38 38 38 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.460138 9782.000000
544493.93041992 258515.50415039 6.33399811 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.460140 9382.000000
544493.50463867 258515.36743164 6.33899918 38 38 38 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.460143 9907.000000
544493.07788086 258515.23461914 6.33199921 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.460145 8723.000000
544492.65356445 258515.09399414 6.34999695 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.460147 9189.000000
544492.22631836 258514.96118164 6.33700027 39 39 39 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.460148 10029.000000
544491.80151367 258514.82250977 6.34400024 39 39 39 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.460151 10029.000000
544491.37622070 258514.68383789 6.34599915 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.460153 9351.000000
544500.74731445 258516.90844727 6.34099808 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.470099 9091.000000
544500.31665039 258516.78930664 6.32699814 33 33 33 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.470101 8532.000000
544499.88745117 258516.66235352 6.32799759 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.470104 9054.000000
544499.45874023 258516.53930664 6.32300034 32 32 32 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.470106 8272.000000
544499.02856445 258516.41430664 6.31299820 30 30 30 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.470108 7934.000000
544498.60229492 258516.27954102 6.33599701 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.470110 9169.000000
544498.17456055 258516.14868164 6.34199753 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.470112 8818.000000
544497.74536133 258516.02368164 6.33199921 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.470114 9138.000000
544497.31713867 258515.89672852 6.32899704 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.470116 8729.000000
544496.89038086 258515.76196289 6.33999863 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.470119 8781.000000
544496.46215820 258515.63500977 6.33299866 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.470121 9191.000000
544496.03540039 258515.50024414 6.34099808 32 32 32 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.470123 8312.000000
544495.60815430 258515.36938477 6.34099808 33 33 33 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.470126 8483.000000
544495.18188477 258515.23461914 6.34599915 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.470128 9071.000000
544494.75415039 258515.10571289 6.33799973 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.470130 8867.000000
544494.32641602 258514.97485352 6.33000031 32 32 32 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.470132 8396.000000
544493.90014648 258514.83813477 6.33399811 40 40 40 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.470134 10491.000000
544493.47290039 258514.70922852 6.32300034 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.470136 9587.000000
544493.04809570 258514.56860352 6.33399811 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.470138 9294.000000
544492.62133789 258514.43579102 6.32699814 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.470141 9689.000000
544492.19555664 258514.29907227 6.33099976 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.470143 9198.000000
544491.77026367 258514.16235352 6.32899704 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.470145 9422.000000
544491.34692383 258514.01782227 6.34699860 38 38 38 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.470148 9982.000000
544500.80541992 258516.29516602 6.31600037 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.480093 8920.000000
544500.37426758 258516.17797852 6.29399719 32 32 32 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.480096 8307.000000
544499.94604492 258516.04907227 6.30399933 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.480097 9649.000000
544499.51635742 258515.92602539 6.29399719 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.480099 9094.000000
544499.08715820 258515.80102539 6.29099884 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.480102 9123.000000
544498.65991211 258515.66821289 6.30299988 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.480104 9385.000000
544498.23071289 258515.54321289 6.29499664 33 33 33 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.480106 8510.000000
544497.80541992 258515.40454102 6.32300034 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.480109 8958.000000
544497.37866211 258515.27368164 6.33199921 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.480111 9174.000000
544496.95092773 258515.14282227 6.33199921 31 31 31 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.480113 8010.000000
544496.52368164 258515.01196289 6.33599701 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.480115 9409.000000
544496.09545898 258514.88305664 6.33000031 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.480117 9051.000000
544495.66674805 258514.75610352 6.31299820 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.480119 9287.000000
544495.24047852 258514.62133789 6.32399979 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.480121 9211.000000
544494.81372070 258514.48657227 6.32699814 39 39 39 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.480124 10027.000000
544494.38891602 258514.34985352 6.33799973 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.480126 9145.000000
544493.96166992 258514.21704102 6.33499756 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.480128 9278.000000
544493.53491211 258514.08422852 6.33199921 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.480131 8887.000000
544493.10717773 258513.95532227 6.31399765 38 38 38 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.480133 9738.000000
544492.68139648 258513.81665039 6.31799927 32 32 32 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.480135 8276.000000
544492.25805664 258513.67407227 6.33999863 33 33 33 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.480137 8625.000000
544491.83129883 258513.54125977 6.32799759 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.480139 9176.000000
544491.40649414 258513.40063477 6.33299866 38 38 38 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.480141 9960.000000
544500.97485352 258515.72485352 6.30199661 33 33 33 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.490087 8567.000000
544500.54370117 258515.60766602 6.28299942 31 31 31 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.490089 8119.000000
544500.11547852 258515.47875977 6.28999939 32 32 32 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.490091 8354.000000
544499.68579102 258515.35571289 6.28299942 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.490094 9149.000000
544499.25708008 258515.23071289 6.28099670 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.490096 8885.000000
544498.82983398 258515.09790039 6.29299774 32 32 32 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.490098 8318.000000
544498.39965820 258514.97680664 6.27699890 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.490101 9269.000000
544497.97192383 258514.84594727 6.28199997 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.490102 9713.000000
544497.54418945 258514.71704102 6.28299942 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.490104 9609.000000
544497.11840820 258514.58032227 6.30199661 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.490107 9520.000000
544496.69213867 258514.44555664 6.31499710 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.490109 9105.000000
544496.26586914 258514.31079102 6.32499924 33 33 33 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.490111 8643.000000
544495.83862305 258514.17993164 6.32499924 33 33 33 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.490114 8516.000000
544495.41137695 258514.04907227 6.32300034 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.490116 9709.000000
544494.98413086 258513.91625977 6.32099762 39 39 39 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.490118 10211.000000
544494.55639648 258513.78540039 6.31299820 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.490120 9342.000000
544494.13110352 258513.64868164 6.32399979 39 39 39 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.490122 10178.000000
544493.70385742 258513.51782227 6.31299820 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.490124 9476.000000
544493.28100586 258513.37329102 6.34299698 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.490126 9125.000000
544492.85327148 258513.24243164 6.32799759 42 42 42 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.490129 10940.000000
544492.42700195 258513.10766602 6.32099762 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.490131 8840.000000
544492.00073242 258512.97290039 6.31499710 38 38 38 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.490133 9782.000000
544491.57495117 258512.83813477 6.31199875 42 42 42 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.490136 10782.000000
544491.15063477 258512.69555664 6.32300034 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.490138 9722.000000
544500.76733398 258515.03540039 6.27099838 32 32 32 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.500084 8252.000000
544500.33911133 258514.90649414 6.27999725 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.500086 9538.000000
544499.91088867 258514.77954102 6.28699722 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.500087 9358.000000
544499.48168945 258514.65258789 6.28599777 32 32 32 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.500090 8447.000000
544499.05444336 258514.52172852 6.29499664 32 32 32 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.500092 8221.000000
544498.62475586 258514.39868164 6.28299942 36 36 36 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.500094 9243.000000
544498.19555664 258514.27368164 6.27500000 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.500096 9158.000000
544497.76928711 258514.13891602 6.28999939 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.500099 9582.000000
544497.34155273 258514.00805664 6.29399719 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.500101 9145.000000
544496.91528320 258513.87524414 6.30499878 34 34 34 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.500103 8725.000000
544496.48754883 258513.74438477 6.30499878 33 33 33 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.500106 8601.000000
544496.05834961 258513.61938477 6.28599777 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.500107 9682.000000
544495.63403320 258513.47875977 6.31199875 39 39 39 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.500109 10016.000000
544495.20581055 258513.34985352 6.30099716 33 33 33 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.500112 8667.000000
544494.78051758 258513.21313477 6.31299820 33 33 33 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.500114 8574.000000
544494.35278320 258513.08227539 6.30399933 35 35 35 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.500116 8985.000000
544493.92651367 258512.94750977 6.30499878 37 37 37 3739.000000 1.000000 0.000000 1.000000 1.000000 288950.500119 9507.000000
